Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Worn Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Worn Stone Path
appliedenergistics2:facade:0, Cable Facade - Obsidian Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Obsidian Path
appliedenergistics2:facade:0, Cable Facade - Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Raw Stone
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Polished Raw Stone
appliedenergistics2:facade:0, Cable Facade - Polished Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Polished Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Raw Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Raw Demon Eye
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Eye
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Eye
appliedenergistics2:facade:0, Cable Facade - Blank Slate Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Slate Block
appliedenergistics2:facade:0, Cable Facade - Imbued Slate Block
appliedenergistics2:facade:0, Cable Facade - Demonic Slate Block
appliedenergistics2:facade:0, Cable Facade - Ethereal Slate Block
appliedenergistics2:facade:0, Cable Facade - Blood Infused Wooden Log
appliedenergistics2:facade:0, Cable Facade - Blood Infused Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Blood Infused Wooden Slab
appliedenergistics2:facade:0, Cable Facade - Blood Infused Iron Block
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Corrupted Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Checkered Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Pearl Block
appliedenergistics2:facade:0, Cable Facade - Pearl Brick
appliedenergistics2:facade:0, Cable Facade - Carved Pearl Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Pearl Block
appliedenergistics2:facade:0, Cable Facade - White Slime Block
appliedenergistics2:facade:0, Cable Facade - Orange Slime Block
appliedenergistics2:facade:0, Cable Facade - Magenta Slime Block
appliedenergistics2:facade:0, Cable Facade - tile.darkutils.slime.dyed.light_blue.name
appliedenergistics2:facade:0, Cable Facade - Yellow Slime Block
appliedenergistics2:facade:0, Cable Facade - Lime Slime Block
appliedenergistics2:facade:0, Cable Facade - Pink Slime Block
appliedenergistics2:facade:0, Cable Facade - Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Cyan Slime Block
appliedenergistics2:facade:0, Cable Facade - Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Brown Slime Block
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Black Slime Block
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Ender Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Draconium Block
appliedenergistics2:facade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:facade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:50, Iron Nugget
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Cable - White
appliedenergistics2:part:61, ME Dense Cable - Orange
appliedenergistics2:part:62, ME Dense Cable - Magenta
appliedenergistics2:part:63, ME Dense Cable - Light Blue
appliedenergistics2:part:64, ME Dense Cable - Yellow
appliedenergistics2:part:65, ME Dense Cable - Lime
appliedenergistics2:part:66, ME Dense Cable - Pink
appliedenergistics2:part:67, ME Dense Cable - Gray
appliedenergistics2:part:68, ME Dense Cable - Light Gray
appliedenergistics2:part:69, ME Dense Cable - Cyan
appliedenergistics2:part:70, ME Dense Cable - Purple
appliedenergistics2:part:71, ME Dense Cable - Blue
appliedenergistics2:part:72, ME Dense Cable - Brown
appliedenergistics2:part:73, ME Dense Cable - Green
appliedenergistics2:part:74, ME Dense Cable - Red
appliedenergistics2:part:75, ME Dense Cable - Black
appliedenergistics2:part:76, ME Dense Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
arsmagica2:mana_battery:0, Mana Battery
arsmagica2:mana_battery:1, Mana Battery
arsmagica2:mana_battery:2, Mana Battery
arsmagica2:mana_battery:4, Mana Battery
arsmagica2:frost, Frost
arsmagica2:occulus, Occulus
arsmagica2:magic_wall:0, Magic Wall
arsmagica2:ore:0, Vinteum Ore
arsmagica2:ore:1, Chimerite Ore
arsmagica2:ore:2, Blue Topaz Ore
arsmagica2:ore:3, Moonstone Ore
arsmagica2:ore:4, Sunstone Ore
arsmagica2:block:0, Vinteum Block
arsmagica2:block:1, Chimerite Block
arsmagica2:block:2, Blue Topaz Block
arsmagica2:block:3, Moonstone Block
arsmagica2:block:4, Sunstone Block
arsmagica2:desert_nova, Desert Nova
arsmagica2:cerublossom, Cerublossom
arsmagica2:wakebloom, Wakebloom
arsmagica2:aum, Aum
arsmagica2:tarma_root, Tarma Root
arsmagica2:crafting_altar, Crafting Altar
arsmagica2:obelisk:0, Obelisk
arsmagica2:black_aurem:0, Black Aurem
arsmagica2:celestial_prism:0, Celestial Prism
arsmagica2:crystal_marker:0, Import Crystal
arsmagica2:crystal_marker:1, Export Crystal
arsmagica2:crystal_marker:2, Mimic Export Crystal
arsmagica2:crystal_marker:3, Set Export Crystal
arsmagica2:crystal_marker:4, Regulate Export Crystal
arsmagica2:crystal_marker:5, Regulate Bidirectional Crystal
arsmagica2:crystal_marker:6, Set Import Crystal
arsmagica2:crystal_marker:7, Final Export Crystal
arsmagica2:crystal_marker:8, Spell Export Crystal
arsmagica2:lectern:0, Lectern
arsmagica2:inscription_table, Inscription Table
arsmagica2:armor_imbuer:0, Armor Imbuement Table
arsmagica2:slipstream_generator:0, Slipstream Generator
arsmagica2:witchwood_log:0, Witchwood Log
arsmagica2:essence_conduit:0, Essence Conduit
arsmagica2:redstone_inlay:0, Redstone Inlay
arsmagica2:iron_inlay:0, Iron Inlay
arsmagica2:gold_inlay:0, Gold Inlay
arsmagica2:vinteum_torch:0, Vinteum Torch
arsmagica2:keystone_recepticle:0, Keystone Recepticle
arsmagica2:keystone_trapdoor:0, Keystone Trapdoor
arsmagica2:keystone_chest:0, Keystone Chest
arsmagica2:flicker_lure:0, Flicker Lure
arsmagica2:flicker_habitat:0, Flicker Habitat
arsmagica2:witchwood_leaves:0, Witchwood Leaves
arsmagica2:witchwood_sapling:0, Witchwood Sapling
arsmagica2:everstone:0, Everstone
arsmagica2:arcane_deconstructor:0, Arcane Deconstructor
arsmagica2:arcane_reconstructor:0, Arcane Reconstructor
arsmagica2:astral_barrier:0, Astral Barrier
arsmagica2:essence_refiner:0, Essence Refiner
arsmagica2:illusion_block:0, Illusion Block
arsmagica2:illusion_block:1, Ethereal Illusion Block
arsmagica2:seer_stone:0, Seer Stone
arsmagica2:broken_power_link:0, Broken Power Link
arsmagica2:calefactor:0, Calefactor
arsmagica2:inert_spawner:0, Inert Spawner
arsmagica2:magicians_workbench:0, Magician's Workbench
arsmagica2:otherworld_aura:0, Otherworld Aura
arsmagica2:particle_emitter:0, Particle Emitter
arsmagica2:summoner:0, Summoner
arsmagica2:ice_effigy:0, Winter Effigy
arsmagica2:lightning_effigy:0, Lightning Effigy
arsmagica2:witchwood_planks:0, Witchwood Planks
arsmagica2:witchwood_stairs:0, Witchwood Stairs
arsmagica2:mana_drain:0, Draining Well
arsmagica2:spell_parchment:0, Spell Parchment
arsmagica2:tome:0, §eAffinity Tome: None§f
arsmagica2:tome:1, §eAffinity Tome: Arcane§f
arsmagica2:tome:2, §eAffinity Tome: Water§f
arsmagica2:tome:3, §eAffinity Tome: Fire§f
arsmagica2:tome:4, §eAffinity Tome: Earth§f
arsmagica2:tome:5, §eAffinity Tome: Air§f
arsmagica2:tome:6, §eAffinity Tome: Lightning§f
arsmagica2:tome:7, §eAffinity Tome: Ice§f
arsmagica2:tome:8, §eAffinity Tome: Nature§f
arsmagica2:tome:9, §eAffinity Tome: Life§f
arsmagica2:tome:10, §eAffinity Tome: Ender§f
arsmagica2:item_ore:0, Vinteum Dust
arsmagica2:item_ore:1, Purified Vinteum Dust
arsmagica2:item_ore:2, Chimerite
arsmagica2:item_ore:3, Moonstone
arsmagica2:item_ore:4, Sunstone
arsmagica2:item_ore:5, Blue Topaz
arsmagica2:item_ore:6, Arcane Ash
arsmagica2:item_ore:7, Arcane Compound
arsmagica2:item_ore:8, Pig Fat
arsmagica2:essence:1, Arcane Essence
arsmagica2:essence:2, Water Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Earth Essence
arsmagica2:essence:5, Air Essence
arsmagica2:essence:6, Lightning Essence
arsmagica2:essence:7, Ice Essence
arsmagica2:essence:8, Nature Essence
arsmagica2:essence:9, Life Essence
arsmagica2:essence:10, Ender Essence
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Red Rune
arsmagica2:rune:2, Green Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Blue Rune
arsmagica2:rune:5, Purple Rune
arsmagica2:rune:6, Cyan Rune
arsmagica2:rune:7, Light Gray Rune
arsmagica2:rune:8, Dark Gray Rune
arsmagica2:rune:9, Pink Rune
arsmagica2:rune:10, Lime Rune
arsmagica2:rune:11, Yellow Rune
arsmagica2:rune:12, Light Blue Rune
arsmagica2:rune:13, Magenta Rune
arsmagica2:rune:14, Orange Rune
arsmagica2:rune:15, White Rune
arsmagica2:mob_focus:0, Monster Focus
arsmagica2:lesser_focus:0, Lesser Focus
arsmagica2:standard_focus:0, Standard Focus
arsmagica2:mana_focus:0, Mana Focus
arsmagica2:greater_focus:0, Greater Focus
arsmagica2:charge_focus:0, Charge Focus
arsmagica2:item_focus:0, Item Focus
arsmagica2:player_focus:0, Player Focus
arsmagica2:creature_focus:0, Creature Focus
arsmagica2:arcane_compendium:0, Arcane Compendium
arsmagica2:crystal_wrench:0, Crystal Wrench
arsmagica2:magitech_goggles, Magitech Goggles
arsmagica2:etherium:0, Etherium
arsmagica2:blank_rune:0, Blank Rune
arsmagica2:chalk:0, Wizard's Chalk
arsmagica2:spell_staff_magitech:0, Magitech Staff
arsmagica2:flicker_focus:0, Flicker Focus: Item Transport
arsmagica2:flicker_focus:1, Flicker Focus: Butchery
arsmagica2:flicker_focus:2, Flicker Focus: Containment
arsmagica2:flicker_focus:3, Flicker Focus: Felled Oak
arsmagica2:flicker_focus:4, Flicker Focus: Flat Lands
arsmagica2:flicker_focus:5, Flicker Focus: Gentle Rains
arsmagica2:flicker_focus:6, Flicker Focus: Interdiction
arsmagica2:flicker_focus:7, Flicker Focus: Light
arsmagica2:flicker_focus:8, Flicker Focus: Lunar Tides
arsmagica2:flicker_focus:9, Flicker Focus: Nature's Bounty
arsmagica2:flicker_focus:10, Flicker Focus: Packed Earth
arsmagica2:flicker_focus:11, Flicker Focus: Progeny
arsmagica2:flicker_focus:12, Flicker Focus: Fishing
arsmagica2:flicker_jar:0, Empty Flicker Jar
arsmagica2:flicker_jar:1, Arcane Flicker Jar
arsmagica2:flicker_jar:2, Water Flicker Jar
arsmagica2:flicker_jar:3, Fire Flicker Jar
arsmagica2:flicker_jar:4, Earth Flicker Jar
arsmagica2:flicker_jar:5, Air Flicker Jar
arsmagica2:flicker_jar:6, Lightning Flicker Jar
arsmagica2:flicker_jar:7, Ice Flicker Jar
arsmagica2:flicker_jar:8, Nature Flicker Jar
arsmagica2:flicker_jar:9, Life Flicker Jar
arsmagica2:flicker_jar:10, Ender Flicker Jar
arsmagica2:evil_book:0, Evil Book
arsmagica2:warding_candle:0, Warding Candle (Unattuned)
arsmagica2:liquid_essence_bottle:0, Infused Etherium Potion
arsmagica2:binding_catalyst:0, Binding Catalyst: Pickaxe
arsmagica2:binding_catalyst:1, Binding Catalyst: Axe
arsmagica2:binding_catalyst:3, Binding Catalyst: Shovel
arsmagica2:binding_catalyst:2, Binding Catalyst: Sword
arsmagica2:binding_catalyst:4, Binding Catalyst: Hoe
arsmagica2:binding_catalyst:5, Binding Catalyst: Bow
arsmagica2:binding_catalyst:6, Binding Catalyst: Shield
arsmagica2:binding_catalyst:7, Binding Catalyst
arsmagica2:inscription_upgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscription_upgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscription_upgrade:2, Inscription Table Tier 3 Upgrade
arsmagica2:infinity_orb:0, Blue Infinity Orb
arsmagica2:infinity_orb:1, Green Infinity Orb
arsmagica2:infinity_orb:2, Red Infinity Orb
arsmagica2:bound_sword, Bound Sword
arsmagica2:bound_axe, Bound Axe
arsmagica2:bound_pickaxe, Bound Pickaxe
arsmagica2:bound_shovel, Bound Shovel
arsmagica2:bound_hoe, Bound Hoe
arsmagica2:bound_bow, Bound Bow
arsmagica2:bound_shield, Bound Shield
arsmagica2:mana_cake, Mana Cake
arsmagica2:wooden_leg:0, Wooden Leg
arsmagica2:bound_arrow, item.arsmagica2:bound_arrow.name
arsmagica2:nature_scythe:0, §6Nature's Scythe§f
arsmagica2:winter_arm:0, §6Winter's Grasp§f
arsmagica2:air_sled:0, §6Air Sled§f
arsmagica2:arcane_spellbook:0, §6Arcane Spellbook§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:ender_boots, §6Ender Boots§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:life_ward:0, §6Life Ward§f
arsmagica2:lightning_charm:0, §6Lightning Charm§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:spell_book:0, Spell Book
arsmagica2:magic_broom:0, Magic Broom
arsmagica2:keystone:0, Keystone
arsmagica2:item_keystone_door:0, Keystone Door
arsmagica2:item_keystone_door:1, Spell-Sealed Door
arsmagica2:rune_bag:0, Rune Bag
arsmagica2:lost_journal, Lost Journal
arsmagica2:crystal_phylactery:0, Crystal Phylactery
arsmagica2:core:0, Base Essence Core
arsmagica2:core:1, High Essence Core
arsmagica2:core:2, Pure Essence
arsmagica2:deficit_crystal:0, Deficit Crystal
arsmagica2:workbench_upgrade:0, Magician's Workbench Upgrade: Crafting
arsmagica2:lesser_mana_potion, Lesser Mana Potion
arsmagica2:standard_mana_potion, Standard Mana Potion
arsmagica2:greater_mana_potion, Greater Mana Potion
arsmagica2:epic_mana_potion, Epic Mana Potion
arsmagica2:legendary_mana_potion, Legendary Mana Potion
arsmagica2:mana_potion_bundle:3, Lesser Mana Potion Bundle
arsmagica2:mana_potion_bundle:259, Standard Mana Potion Bundle
arsmagica2:mana_potion_bundle:515, Greater Mana Potion Bundle
arsmagica2:mana_potion_bundle:771, Epic Mana Potion Bundle
arsmagica2:mana_potion_bundle:1027, Legendary Mana Potion Bundle
arsmagica2:essence_bag:0, Essence Bag
arsmagica2:hell_cow_horn:0, Hell Cow's Horn
arsmagica2:journal:0, Journal
arsmagica2:mana_martini, Mana Martini
arsmagica2:helmet_mage, Mage Hood
arsmagica2:chest_mage, Mage Robes
arsmagica2:legs_mage, Mage Leggings
arsmagica2:boots_mage, Mage Boots
arsmagica2:helmet_battlemage, Battlemage Circlet
arsmagica2:chest_battlemage, Battlemage Armor
arsmagica2:legs_battlemage, Battlemage Leggings
arsmagica2:boots_battlemage, Battlemage Boots
arsmagica2:liquid_essence, tile.arsmagica2:fluid_block_liquid_essence.name
arsmagica2:witchwood_slab:0, Witchwood Slab
baubles:Ring:0, Miner's Ring
